"Scientific.Name","Occurrence","other.rank","matched.ID","kingdom.inat.ID","phylum.inat.ID","class.inat.ID","order.inat.ID","family.inat.ID","genus.inat.ID","species.inat.ID","kingdom.science","phylum.science","class.science","order.science","family.science","genus.science","species.science","kingdom.common","phylum.common","class.common","order.common","family.common","genus.common","species.common","category"
"Buteo lagopus","Present","","5200","1","2","3","71261","5067","5179","5200","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo lagopus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Rough-legged Hawk","Bird"
"Buteo lineatus","Present","","5206","1","2","3","71261","5067","5179","5206","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo lineatus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Red-shouldered Hawk","Bird"
"Buteo nitidus","Present","","201285","1","2","3","71261","5067","5179","201285","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo nitidus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Gray-lined Hawk","Bird"
"Buteo platypterus","Present","","5227","1","2","3","71261","5067","5179","5227","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo platypterus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Broad-winged Hawk","Bird"
"Buteo regalis","Present","","5181","1","2","3","71261","5067","5179","5181","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo regalis","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Ferruginous Hawk","Bird"
"Buteo swainsoni","Present","","5196","1","2","3","71261","5067","5179","5196","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo swainsoni","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Buteos","Swainson's Hawk","Bird"
"Buteogallus anthracinus","Present","","5233","1","2","3","71261","5067","5232","5233","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteogallus","Buteogallus anthracinus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Black Hawks and Allies","Common Black Hawk","Bird"
"Circus cyaneus","Present","","5170","1","2","3","71261","5067","5163","5170","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Harriers","Northern Harrier","Bird"
"Elanus leucurus","Present","","5277","1","2","3","71261","5067","5273","5277","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Black-shouldered Kites","White-tailed Kite","Bird"
"Haliaeetus leucocephalus","Present","","5305","1","2","3","71261","5067","5303","5305","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus","Haliaeetus leucocephalus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","Sea-Eagles and Fish-Eagles","Bald Eagle","Bird"
"Ictinia mississippiensis","Present","","5416","1","2","3","71261","5067","5414","5416","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Ictinia","Ictinia mississippiensis","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Hawks, Eagles, and Kites","","Mississippi Kite","Bird"
"Cathartes aura","Present","","4756","1","2","3","71261","71306","4755","4756","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","New World Vultures","","Turkey Vulture","Bird"
"Pandion haliaetus","Present","","116999","1","2","3","71261","200958","71725","116999","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus","Animals","Chordates","Birds","Hawks, Eagles, Vultures, and Allies","Ospreys","","Osprey","Bird"
"Aix sponsa","Present","","7107","1","2","3","6888","6912","7105","7107","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Wood and Mandarin Ducks","Wood Duck","Bird"
"Anas acuta","Present","","6933","1","2","3","6888","6912","6922","6933","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas acuta","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Northern Pintail","Bird"
"Anas americana","Present","","6985","1","2","3","6888","6912","6922","6985","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas americana","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","American Wigeon","Bird"
"Anas clypeata","Present","","6961","1","2","3","6888","6912","6922","6961","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas clypeata","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Northern Shoveler","Bird"
"Anas crecca","Present","","6937","1","2","3","6888","6912","6922","6937","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas crecca","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Green-winged Teal","Bird"
"Anas cyanoptera","Present","","6944","1","2","3","6888","6912","6922","6944","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas cyanoptera","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Cinnamon Teal","Bird"
"Anas discors","Present","","6953","1","2","3","6888","6912","6922","6953","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas discors","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Blue-winged Teal","Bird"
"Anas penelope","Present","","6929","1","2","3","6888","6912","6922","6929","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas penelope","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Eurasian Wigeon","Bird"
"Anas platyrhynchos","Present","","6930","1","2","3","6888","6912","6922","6930","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Mallard","Bird"
"Anas strepera","Present","","6957","1","2","3","6888","6912","6922","6957","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas strepera","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Dabbling Ducks","Gadwall","Bird"
"Anser albifrons","Present","","7019","1","2","3","6888","6912","7006","7019","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser albifrons","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Grey Geese","Greater White-fronted Goose","Bird"
"Aythya affinis","Present","","7054","1","2","3","6888","6912","7043","7054","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya affinis","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Lesser Scaup","Bird"
"Aythya americana","Present","","7056","1","2","3","6888","6912","7043","7056","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya americana","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Redhead","Bird"
"Aythya collaris","Present","","7044","1","2","3","6888","6912","7043","7044","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Ring-necked Duck","Bird"
"Aythya fuligula","Present","","7046","1","2","3","6888","6912","7043","7046","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya fuligula","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Tufted Duck","Bird"
"Aythya marila","Present","","7047","1","2","3","6888","6912","7043","7047","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya marila","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Greater Scaup","Bird"
"Aythya valisineria","Present","","7057","1","2","3","6888","6912","7043","7057","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya valisineria","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Diving Ducks","Canvasback","Bird"
"Branta bernicla","Present","","7087","1","2","3","6888","6912","7086","7087","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Black Geese","Brant","Bird"
"Branta canadensis","Present","","7089","1","2","3","6888","6912","7086","7089","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Black Geese","Canada Goose","Bird"
"Branta hutchinsii leucopareia","Present","","179299","1","2","3","6888","6912","7086","59220","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta hutchinsii","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Black Geese","Cackling Goose","Bird"
"Bucephala albeola","Present","","6993","1","2","3","6888","6912","6989","6993","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Goldeneyes","Bufflehead","Bird"
"Bucephala clangula","Present","","6990","1","2","3","6888","6912","6989","6990","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala clangula","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Goldeneyes","Common Goldeneye","Bird"
"Bucephala islandica","Present","","6994","1","2","3","6888","6912","6989","6994","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala islandica","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Goldeneyes","Barrow's Goldeneye","Bird"
"Chen caerulescens","Present","","7061","1","2","3","6888","6912","7059","7061","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","Chen caerulescens","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","White Geese","Snow Goose","Bird"
"Chen canagica","Unconfirmed","","7064","1","2","3","6888","6912","7059","7064","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","Chen canagica","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","White Geese","Emperor Goose","Bird"
"Chen rossii","Present","","7060","1","2","3","6888","6912","7059","7060","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chen","Chen rossii","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","White Geese","Ross's Goose","Bird"
"Clangula hyemalis","Present","","7170","1","2","3","6888","6912","7169","7170","Animalia","Chordata","Aves","Anseriformes","Anatidae","Clangula","Clangula hyemalis","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","","Long-tailed Duck","Bird"
"Cygnus columbianus","Present","","6917","1","2","3","6888","6912","6913","6917","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus columbianus","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Swans","Tundra Swan","Bird"
"Histrionicus histrionicus","Present","","7111","1","2","3","6888","6912","7110","7111","Animalia","Chordata","Aves","Anseriformes","Anatidae","Histrionicus","Histrionicus histrionicus","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","","Harlequin Duck","Bird"
"Lophodytes cucullatus","Present","","7109","1","2","3","6888","6912","7108","7109","Animalia","Chordata","Aves","Anseriformes","Anatidae","Lophodytes","Lophodytes cucullatus","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Hooded Mergansers","Hooded Merganser","Bird"
"Melanitta fusca","Present","","7032","1","2","3","6888","6912","7031","7032","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta fusca","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Scoters","White-winged Scoter","Bird"
"Melanitta nigra","Present","","144221","1","2","3","6888","6912","7031","144221","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta nigra","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Scoters","Common Scoter","Bird"
"Melanitta perspicillata","Present","","7036","1","2","3","6888","6912","7031","7036","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Scoters","Surf Scoter","Bird"
"Mergus merganser","Present","","7004","1","2","3","6888","6912","6995","7004","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus merganser","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Typical Mergansers","Common Merganser","Bird"
"Mergus serrator","Present","","6996","1","2","3","6888","6912","6995","6996","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergus","Mergus serrator","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Typical Mergansers","Red-breasted Merganser","Bird"
"Oxyura jamaicensis","Present","","7079","1","2","3","6888","6912","7073","7079","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura jamaicensis","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Stiff-tailed Ducks","Ruddy Duck","Bird"
"Somateria spectabilis","Unconfirmed","","7030","1","2","3","6888","6912","7023","7030","Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria","Somateria spectabilis","Animals","Chordates","Birds","Waterfowl","Ducks, Geese, and Swans","Eiders","King Eider","Bird"
"Aeronautes saxatalis","Present","","6553","1","2","3","67573","6544","6545","6553","Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Aeronautes","Aeronautes saxatalis","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Swifts","","White-throated Swift","Bird"
"Chaetura vauxi","Present","","6557","1","2","3","67573","6544","6556","6557","Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Chaetura","Chaetura vauxi","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Swifts","","Vaux's Swift","Bird"
"Cypseloides niger","Present","","6667","1","2","3","67573","6544","6663","6667","Animalia","Chordata","Aves","Caprimulgiformes","Apodidae","Cypseloides","Cypseloides niger","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Swifts","","Black Swift","Bird"
"Archilochus alexandri","Unconfirmed","","6433","1","2","3","67573","5562","6431","6433","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Archilochus","Archilochus alexandri","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Hummingbirds","Ruby-throated and Black-chinned Hummingbirds","Black-chinned Hummingbird","Bird"
"Calypte anna","Present","","6317","1","2","3","67573","5562","6315","6317","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Hummingbirds","","Anna's Hummingbird","Bird"
"Calypte costae","Present","","6316","1","2","3","67573","5562","6315","6316","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte costae","Animals","Chordates","Birds","Nightjars, Swifts, Hummingbirds, and Allies","Hummingbirds","","Costa's Hummingbird","Bird"
