"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","original.inat.taxonID"
-122.9652761577,37.989924599,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata",2015,2,7036
-122.9638856,37.9896504,"Bird","Animalia","Chordata","Aves","Suliformes","Sulidae","Sula","Sula nebouxii",2013,9,3786
-122.9567163048,38.1182471523,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2016,2,4956
-122.9658114262,37.9903606696,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga caerulescens",2016,10,199916
-122.9634689682,38.0281746069,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Cardellina pusilla",2013,6,145276
-123.0140305556,37.9989055556,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2016,12,52994
-123.0131305556,37.9969944444,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia stricta",2016,12,60966
-123.0174472222,37.9968638889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria shallon",2016,12,48441
-123.0209888889,37.9963583333,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis","Camissoniopsis cheiranthifolia",2016,12,75976
-122.7944324244,37.9923632668,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",2017,1,42076
-122.9559454694,38.1138033738,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Ammodramus","Ammodramus leconteii",2011,4,10133
-122.9559653009,38.112355185,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2015,9,1409
-122.8941424,38.0271941,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",2015,4,144537
-122.9703149037,38.0895815227,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius mongolus",2016,10,4785
-123.0216666667,37.9961861111,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Cymbalaria","Cymbalaria muralis",2016,12,55727
-123.0216444444,37.9961,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia","Phacelia californica",2016,12,53170
-123.0230861111,37.9960444444,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Angelica","Angelica hendersonii",2016,12,64289
-123.0216444444,37.9961694444,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2016,12,60963
-122.9734194444,37.9929361111,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2016,12,41728
-122.96795,37.9918138889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2016,12,53445
-122.9667972222,37.9911638889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","Viola","Viola adunca",2016,12,53328
-122.9663,37.9909638889,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus xanthodermus",2016,12,118394
-122.9661111111,37.9906666667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron glaucus",2016,12,50878
-122.9344315408,38.0687066459,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hydriomena","Hydriomena nubilofasciata",2017,1,123636
-122.8882115625,38.0490228135,"Bird","Animalia","Chordata","Aves","Passeriformes","Regulidae","Regulus","Regulus calendula",2017,1,117095
-122.9773949602,37.9942829896,"Bird","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo flavoviridis",2016,10,17367
-122.8328117152,38.0192033161,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thallophaga","Thallophaga hyperborea",2017,1,232458
-122.8072755629,38.0310065962,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Haplotrematidae","Haplotrema","Haplotrema minimum",2017,1,220930
-122.8186332192,38.0293112908,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Batrachoseps","Batrachoseps attenuatus",2017,1,27459
-122.7983974,38.0439757,"Bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta canadensis",2010,2,14823
-122.819223447,38.013104898,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2017,1,9176
-122.9342436035,38.1451412241,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2017,1,145245
-122.8456984008,38.0338652989,"Bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2017,1,4756
-122.9561374371,38.1700313407,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2017,1,3849
-122.8285887894,38.0029530246,"Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens",2017,1,13732
-122.8776658271,38.1058896923,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis",2017,1,9981
-122.822504486,38.0398496418,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerculus","Passerculus sandwichensis",2017,1,9981
-122.9696435656,38.1849348292,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2017,1,4956
-122.8416443428,38.0678188632,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2017,1,5170
-122.9438524616,38.118656074,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2017,1,8010
-122.9355501353,38.1851882571,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2017,1,42221
-122.9213010508,38.0529560211,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2017,1,42051
-122.9911368847,38.0021102615,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2017,1,41976
-122.8503601985,38.0267059168,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas americana",2017,1,6985
-122.9155441604,38.1478798453,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",2017,1,27826
-122.8456681356,38.0950133905,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris minutilla",2017,1,3864
-122.9858589684,38.0439420662,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris mauri",2017,1,3855
-122.9732028062,38.0310535994,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo lineatus",2017,1,5206
-122.8924409728,38.0817736516,"Bird","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga coronata",2017,1,145245
-122.9299357999,38.0519768998,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas strepera",2017,1,6957
-122.9380260471,38.143048253,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas platyrhynchos",2017,1,6930
-122.7493301941,37.9597603068,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta canadensis",2017,1,7089
-122.8421499159,38.0309143347,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius nivosus",2017,1,144485
-122.8136637994,38.0555149354,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2017,1,47751
-122.8135601153,38.0553320004,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2017,1,49134
-122.8907566053,38.0274366495,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus macrocarpa",2017,1,322545
-122.8920940218,38.027613801,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2017,1,53359
-122.8938172573,38.0278269528,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus macrocarpa",2017,1,322545
-122.8943776713,38.0279471493,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2017,1,52994
-122.8938571551,38.0278283358,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2017,1,42220
-122.8926447966,38.0275935168,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achillea","Achillea millefolium",2017,1,52821
-122.8926212435,38.0276464485,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cynosurus","Cynosurus echinatus",2017,1,47695
-122.891476527,38.0274248729,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2017,1,53359
-122.9320442675,38.0827148794,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2017,1,9100
-122.9320442675,38.0827148794,"Bird","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus rubescens",2017,1,13732
-122.9320442675,38.0827148794,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2017,1,1409
-122.9271841049,38.0314617617,"Bird","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus columba",2016,12,4415
-122.8941424,38.0271941,"Mammal","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Tursiops","Tursiops truncatus",2016,4,41482
-122.9616636,38.027427,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9616636,38.027427,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus",2017,1,4817
-122.9616636,38.027427,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9664945,38.0406475,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2017,1,117767
-122.9822204,37.9974267,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9817080498,37.9954355564,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2017,1,42051
-122.9459694444,38.2004472222,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2017,1,4626
-122.9468333333,38.1939416667,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2017,1,6993
-122.9347833333,38.1906694444,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta bernicla",2017,1,7087
-122.880775,38.0959555,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius smithii",2017,1,348842
-122.9714989819,38.0763748147,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza ammophila",2017,1,58681
-122.8747633333,38.0964778333,"Fungi","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","Cladonia macilenta",2017,1,117950
-122.8748586496,38.0993322982,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula crassicaulis",2017,1,53201
-122.8756872845,38.099286533,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius rubidus",2017,1,55276
-122.875795,38.0992805,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula brevipes",2017,1,118179
-122.9822472222,37.9974583333,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2015,8,41728
-122.9685971991,38.0470093498,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2015,8,117767
-122.7832009355,38.0242940459,"Mammal","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","Thomomys bottae",2015,8,44062
-122.8763366667,38.0994638333,"Plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia jubata",2017,1,52714
-122.8772283333,38.0992583333,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula cremoricolor",2017,1,118187
-122.8772883333,38.0981778333,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Dryopteridaceae","Polystichum","Polystichum munitum",2017,1,47751
-122.8697966667,38.0973666667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Tyromyces","Tyromyces chioneus",2017,1,130946
-122.8892413875,38.1081787293,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus tubaeformis",2017,1,350511
-122.9517833333,38.1833333333,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2016,11,117767
-122.7158355713,37.9008331299,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","Phoca vitulina",2017,1,41708
-122.7158355713,37.9008331299,"Fish","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Mustelus","Mustelus henlei",2017,1,106258
-122.7158355713,37.9008331299,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Lessoniaceae","Nereocystis","Nereocystis luetkeana",2017,1,120499
-122.9577416667,38.1907083333,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2016,9,1409
-122.746295929,37.929169464,"Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Mopaliidae","Cryptochiton","Cryptochiton stelleri",2017,1,49053
-122.7356100082,37.9289325109,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum",2017,1,51062
-122.735136454,37.9296376741,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe coccinea",2017,1,55245
-122.7352237701,37.9293894912,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe flavescens",2017,1,53475
-122.7351164818,37.9295756676,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius subviscidus",2017,1,118220
-122.7352452278,37.9294741169,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2017,1,49651
-122.7352237701,37.9295079671,"Fungi","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces","Dacrymyces chrysospermus",2017,1,118028
-122.7351808548,37.9291356136,"Plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Pteridaceae","Adiantum","Adiantum aleuticum",2017,1,52667
-122.8750869208,38.0984833959,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Leccinum","Leccinum manzanitae",2017,1,54204
-122.926132679,38.0598217966,"Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Epialtidae","Pugettia","Pugettia producta",2015,1,49723
-122.9603927467,38.1998375518,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",2012,6,27826
-122.9516191,38.0739634,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,7,28398
-122.9600200802,38.1923204547,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela frenata",2011,12,41810
-122.9536628723,38.1866566266,"Bird","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco sparverius",2017,1,4665
-122.9449081421,38.1788304985,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2017,1,5277
-122.9136657715,38.132396186,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis latrans",2017,1,42051
-122.9912711,38.017769,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Taxidea","Taxidea taxus",2016,11,41789
-122.9488966,38.1555258,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2017,1,5212
-122.9466212356,38.1186573208,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2017,1,205330
-122.947272258,38.1187040918,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2017,1,9176
-122.9487898016,38.1189646433,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2017,1,49651
-122.9491259159,38.1190963649,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus",2017,1,53445
-122.8112333333,37.9877466667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2017,1,55466
-122.8118366667,37.9857366667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Erigeron","Erigeron glaucus",2017,1,50878
-122.956616236,38.1210310338,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia","Ambrosia chamissonis",2017,1,71135
-122.956292024,38.1214114465,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2017,1,55367
-122.9501142261,38.1189534534,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2017,1,4956
-122.85,38.059,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella vespertina",2017,1,423950
-122.85,38.059,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota velaglutinosa",2017,1,118265
-122.8767800331,38.0357039454,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella vespertina",2017,1,423950
-122.8964781761,38.0297124232,"Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Megalorchestia","Megalorchestia californiana",2010,3,63287
-122.7202551,37.9007338,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2009,11,49699
-122.8772804328,38.0445679603,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria vesca",2017,1,50298
-122.8774723784,38.0448219739,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2017,1,50854
-122.8777190578,38.0453803763,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2017,1,53435
-122.8782345449,38.0480667763,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2017,1,48858
-122.8832491023,38.0495173065,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2017,1,53094
-122.8798520846,38.0486637773,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Taraxia","Taraxia ovata",2017,1,68182
-122.9786916667,38.0133166667,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2014,1,41728
-122.9644697387,38.1034994135,"Bird","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius mongolus",2016,10,4785
-122.8862133332,38.0259982577,"Invertebrate","Animalia","Mollusca","Gastropoda","Thecosomata","Cymbuliidae","Corolla","Corolla spectabilis",2017,2,55318
-122.7606888889,37.9948361111,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe coccinea",2017,2,55245
-122.7516861111,37.9862472222,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2017,2,49134
-122.75405,37.9609944444,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcoscyphaceae","Sarcoscypha","Sarcoscypha coccinea",2017,2,49134
-122.9297590256,38.1167989663,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis sirtalis",2016,8,49998
-122.8455412382,38.052994825,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,2,41728
-122.871431708,38.0844333952,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma saponaceum",2017,2,118213
-122.800519,38.03567,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris marginalis",2017,2,82481
-122.9484522022,38.1657655577,"Fungi","Fungi","Ascomycota","Leotiomycetes","Leotiales","Leotiaceae","Leotia","Leotia lubrica",2017,2,58669
-122.819259725,38.032400852,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Cantharellus","Cantharellus californicus",2017,2,120444
-122.803237915,38.0291595459,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia sibirica",2017,2,55767
-122.8032531738,38.0290031433,"Fungi","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Lachnum","Lachnum virgineum",2017,2,203703
-122.9731879074,38.015956061,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellaceae","Craterellus","Craterellus tubaeformis",2017,2,350511
-122.802731,38.039443,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis darwinii",2017,2,75751
-122.8567,38.0446,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2017,2,53094
-122.8567,38.0446,"Fungi","Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","Helvella vespertina",2017,2,423950
-122.8567,38.0446,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2017,2,50854
-122.800713,38.035248,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia satyrus",2017,2,56644
-122.7465283333,37.9338616667,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",2017,2,42076
-122.8006874399,38.03982988,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2017,2,1409
-122.9734520429,37.9940721067,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,2,41728
-122.8765033333,38.0966221667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Notholithocarpus","Notholithocarpus densiflorus",2017,2,69823
-122.8826661293,38.0267875791,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2017,2,42220
-122.9736614,37.9940574,"Bird","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax auritus",2017,1,4265
-122.9736614,37.9940574,"Bird","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer",2017,1,4626
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.9736614,37.9940574,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Mirounga","Mirounga angustirostris",2017,1,41728
-122.8297147633,38.045575625,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2017,2,53435
-122.8511934356,38.0736081954,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita gemmata",2017,2,58691
-122.8516959307,38.0748019042,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","Pholiota velaglutinosa",2017,2,118265
-122.85177,38.0759916667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Callistosporium","Callistosporium luteo-olivaceum",2017,2,118354
-122.85298,38.0777333333,"Herp","Animalia","Chordata","Amphibia","Caudata","Plethodontidae","Ensatina","Ensatina eschscholtzii",2017,2,27250
-122.851775,38.0754861667,"Fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","Pluteus cervinus",2017,2,60782
-122.8761329503,38.0415793928,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2017,2,48225
-122.8799945769,38.0378124398,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia sibirica",2017,2,55767
-122.95893092,38.1905591,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.96147626,38.19204894,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.96194668,38.19254207,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.96226258,38.1931201,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.95701124,38.19060181,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.9582732,38.18433614,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.95875831,38.1846711,"Invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cornu","Cornu aspersum",2017,2,480298
-122.9659366667,37.9904666667,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula arctopoides",2017,2,55466
