Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Park Accepted,Sens?,Record Status,Occurrence,Occurrence Tags,Nativeness,Nativeness Tags,Abundance,NPS Tags,Park Tags,Internal Park Tags,References,Observations,Vouchers,ExternalLinks,T&E,State Status,Ozone,GRank,SRank
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92719,178954,Active,Geothlypis trichas sinuosa,,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"115704, 551793",14112620,,,SC,,,G5T2,CA: S2
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92730,178964,Active,Icteria virens,Yellow-breasted Chat,,Accepted,No,Approved,Present,,Native,,,,Subunit: Giacomini,,,"14114390, 202058",,,SC,,,G5,CA: S3
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,91012,178844,Active,Mniotilta varia,Black-and-white Warbler,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,81052,"14120260, 202018",,,,,,G5,CA: SNA
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92701,178938,Active,Oporornis agilis,Connecticut Warbler,,Accepted,No,Approved,Present,,Native,,Unknown,,,,562804,,,,,,,G4,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92700,178937,Active,Oporornis formosus,Kentucky Warbler,,Accepted,No,Approved,Present,,Native,,Unknown,Vagrant,,,,202052,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92702,178939,Active,Oporornis philadelphia,Mourning Warbler,,Accepted,No,Approved,Present,,Unknown,,Unknown,,,,,202053,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92704,178940,Active,Oporornis tolmiei,Macgillivray's Warbler,,Accepted,No,Approved,Present,,Native,,Unknown,,,,"115704, 162694, 551793, 551937, 552006","202054, 202055",,,SC,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,773770,,Inactive,Oreothlypis peregrina,,,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14140670,,,,,,G5,CA: SNA
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,773814,,Inactive,Parkesia motacilla,,,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14140660,,,,,,G5,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92623,178868,Active,Parula americana,Northern Parula,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,"201749, 201750",,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,91014,178846,Active,Protonotaria citrea,Prothonotary Warbler,,Accepted,No,Approved,Present,,Native,,Occasional,Vagrant,,,,202019,,,,,,G5,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92689,178927,Active,Seiurus aurocapillus,Ovenbird,,Accepted,No,Approved,Probably Present,,Native,,,,,,552038,202050,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92694,178931,Active,Seiurus noveboracensis,Northern Waterthrush,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,202051,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92746,178979,Active,Setophaga ruticilla,American Redstart,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,Subunit: Giacomini,,"145005, 96337","14112750, 202062",,,,,,G5,CA: SNRB
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,91025,178856,Active,Vermivora celata,Orange-crowned Warbler,Vermivora celata celata,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 162694, 550048, 551793, 551937, 552006, 81052","14114290, 202021, 202022, 202023",,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,91024,178855,Active,Vermivora peregrina,Tennessee Warbler,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,552048,202020,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,91031,178861,Active,Vermivora ruficapilla,Nashville Warbler,,Accepted,No,Approved,Present,,Native,,Unknown,,,,"551793, 81052","201748, 202024",,,SC,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92619,178864,Active,Vermivora virginiae,Virginia's Warbler,,Accepted,No,Approved,Present,,Native,,Rare,Vagrant,,,552038,,,,SC,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Parulidae,92740,178973,Active,Wilsonia pusilla,Wilson's Warbler,,Accepted,No,Approved,Present,,Native,,Common,Breeder,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 162694, 163009, 548519, 550048, 551793, 551937, 552006, 552743, 81052","14113990, 202059, 202060, 202061",,,SC,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Passeridae,86194,179628,Active,Passer domesticus,House Sparrow,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,Subunit: Giacomini,,"145005, 145006, 548519, 551793, 551937, 81052","14113440, 202352",,"http://www.inaturalist.org/observations/589573, http://www.inaturalist.org/observations/594453, http://www.inaturalist.org/observations/614892, http://www.inaturalist.org/observations/615769, http://www.inaturalist.org/observations/615853",,,,G5,CA: SNA
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Phylloscopidae,88030,179846,Active,Phylloscopus fuscatus,Dusky Warbler,,Accepted,No,Approved,Present,,Non-native,,Rare,"Migratory, Vagrant",Subunit: Redwood Creek Watershed,,2224748,14381140,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Polioptilidae,88038,179853,Active,Polioptila caerulea,Blue-gray Gnatcatcher,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,Subunit: Giacomini,,145005,"14112330, 202583, 202584, 202585",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Ptilogonatidae,88064,179877,Active,Phainopepla nitens,Phainopepla,,Accepted,No,Approved,Unconfirmed,,Unknown,,,,,,,,,,SC,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Regulidae,88057,179870,Active,Regulus calendula,Ruby-crowned Kinglet,Regulus calendula calendula,Accepted,No,Approved,Present,,Native,,Common,Migratory,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 551793, 551937, 81052","14113690, 202588, 202589",1441045,"http://www.inaturalist.org/observations/592733, http://www.inaturalist.org/observations/594984, http://www.inaturalist.org/observations/597470, http://www.inaturalist.org/observations/599738, http://www.inaturalist.org/observations/614820, http://www.inaturalist.org/observations/614821, http://www.inaturalist.org/observations/614822, http://www.inaturalist.org/observations/614823, http://www.inaturalist.org/observations/615499, http://www.inaturalist.org/observations/615824",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Regulidae,88051,179865,Active,Regulus satrapa,Golden-crowned Kinglet,,Accepted,No,Approved,Present,,Native,,Occasional,Migratory,Subunit: Giacomini,,"115704, 145005, 145006, 551793, 551937, 552006, 81052","14113260, 202586, 202587",,http://www.inaturalist.org/observations/614819,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Sittidae,90945,178784,Active,Sitta canadensis,Red-breasted Nuthatch,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,Subunit: Giacomini,,"115704, 145005, 551793, 551937, 81052","14113560, 202009, 202010",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Sittidae,90935,178775,Active,Sitta carolinensis,White-breasted Nuthatch,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,"145005, 552048",202008,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Sittidae,90949,178788,Active,Sitta pygmaea,Pygmy Nuthatch,,Accepted,No,Approved,Present,,Native,,Common,Breeder,Subunit: Giacomini,,"115704, 145005, 550048, 551793, 551937, 552006, 81052","14113530, 202011, 202012",,"http://www.inaturalist.org/observations/588852, http://www.inaturalist.org/observations/589568, http://www.inaturalist.org/observations/589892, http://www.inaturalist.org/observations/590216, http://www.inaturalist.org/observations/593914, http://www.inaturalist.org/observations/594457, http://www.inaturalist.org/observations/615493, http://www.inaturalist.org/observations/615771, http://www.inaturalist.org/observations/615822, http://www.inaturalist.org/observations/615854, http://www.inaturalist.org/observations/616035, http://www.inaturalist.org/observations/621263",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Sturnidae,86204,179637,Active,Sturnus vulgaris,European Starling,,Accepted,No,Approved,Present,,Non-native,,Common,Breeder,Subunit: Giacomini,,"107093, 115704, 145005, 145006, 162694, 551793, 552006, 552743, 81052","14113180, 202353, 202354",,"http://www.inaturalist.org/observations/586808, http://www.inaturalist.org/observations/586905, http://www.inaturalist.org/observations/588574, http://www.inaturalist.org/observations/590252, http://www.inaturalist.org/observations/592786, http://www.inaturalist.org/observations/594459, http://www.inaturalist.org/observations/598395, http://www.inaturalist.org/observations/598458, http://www.inaturalist.org/observations/614834, http://www.inaturalist.org/observations/615764, http://www.inaturalist.org/observations/615806, http://www.inaturalist.org/observations/615848, http://www.inaturalist.org/observations/615990, http://www.inaturalist.org/observations/615994",,,,G5,CA: SNA
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Sylviidae,90992,178826,Active,Chamaea fasciata,Wrentit,,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"111645, 115704, 12597, 145005, 162694, 551793, 551937, 552006","14114360, 202015, 202016, 202017",,"http://www.inaturalist.org/observations/587663, http://www.inaturalist.org/observations/587960, http://www.inaturalist.org/observations/588503, http://www.inaturalist.org/observations/588566, http://www.inaturalist.org/observations/589902, http://www.inaturalist.org/observations/592782, http://www.inaturalist.org/observations/592817, http://www.inaturalist.org/observations/594000, http://www.inaturalist.org/observations/594630, http://www.inaturalist.org/observations/595412, http://www.inaturalist.org/observations/596526, http://www.inaturalist.org/observations/596927, http://www.inaturalist.org/observations/598436, http://www.inaturalist.org/observations/598491, http://www.inaturalist.org/observations/598544, http://www.inaturalist.org/observations/614824, http://www.inaturalist.org/observations/614825, http://www.inaturalist.org/observations/614826, http://www.inaturalist.org/observations/614827, http://www.inaturalist.org/observations/615559, http://www.inaturalist.org/observations/615560, http://www.inaturalist.org/observations/615835, http://www.inaturalist.org/observations/616087, http://www.inaturalist.org/observations/680158",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88383,178610,Active,Catherpes mexicanus,Canyon Wren,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,201718,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88380,178608,Active,Cistothorus palustris,Marsh Wren,,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"115704, 145005, 548519, 551937, 81052","14114140, 201716, 201717",,"http://www.inaturalist.org/observations/588697, http://www.inaturalist.org/observations/589054, http://www.inaturalist.org/observations/590206, http://www.inaturalist.org/observations/590269, http://www.inaturalist.org/observations/590311, http://www.inaturalist.org/observations/597680, http://www.inaturalist.org/observations/598418, http://www.inaturalist.org/observations/598475, http://www.inaturalist.org/observations/615482, http://www.inaturalist.org/observations/616012",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88387,178614,Active,Salpinctes obsoletus,Rock Wren,,Accepted,No,Approved,Present,,Native,,Rare,Resident,,,145005,201719,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88329,178562,Active,Thryomanes bewickii,Bewick's Wren,,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 162694, 551793, 552006, 81052","14112240, 201714, 201715",,"http://www.inaturalist.org/observations/587886, http://www.inaturalist.org/observations/588333, http://www.inaturalist.org/observations/588506, http://www.inaturalist.org/observations/590182, http://www.inaturalist.org/observations/590700, http://www.inaturalist.org/observations/591412, http://www.inaturalist.org/observations/592259, http://www.inaturalist.org/observations/594578, http://www.inaturalist.org/observations/594660, http://www.inaturalist.org/observations/594967, http://www.inaturalist.org/observations/614815, http://www.inaturalist.org/observations/614816, http://www.inaturalist.org/observations/614817, http://www.inaturalist.org/observations/615440, http://www.inaturalist.org/observations/615792, http://www.inaturalist.org/observations/680157",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88306,178541,Active,Troglodytes aedon,House Wren,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,Subunit: Giacomini,,"115704, 145005, 145006, 81052","14113450, 201710, 201711",,"http://www.inaturalist.org/observations/586574, http://www.inaturalist.org/observations/594449, http://www.inaturalist.org/observations/598424, http://www.inaturalist.org/observations/598480, http://www.inaturalist.org/observations/615770",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,921891,916804,Active,Troglodytes pacificus,Pacific Wren,,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14140650,,"http://www.inaturalist.org/observations/593383, http://www.inaturalist.org/observations/593433, http://www.inaturalist.org/observations/596520, http://www.inaturalist.org/observations/614813",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Troglodytidae,88312,178547,Active,Troglodytes troglodytes,Winter Wren,,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"115704, 145005, 550048, 551793, 551937, 552006","14114000, 201712, 201713",,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87158,179779,Active,Catharus guttatus,Hermit Thrush,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 551793, 551937","14113390, 202576, 202577",,"http://www.inaturalist.org/observations/588696, http://www.inaturalist.org/observations/589175, http://www.inaturalist.org/observations/590316, http://www.inaturalist.org/observations/594434, http://www.inaturalist.org/observations/594455, http://www.inaturalist.org/observations/594998, http://www.inaturalist.org/observations/615767, http://www.inaturalist.org/observations/615810, http://www.inaturalist.org/observations/616002",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87168,179788,Active,Catharus ustulatus,Swainson's Thrush,,Accepted,No,Approved,Present,,Native,,Common,Breeder,,,"115704, 12597, 145005, 145006, 162694, 163009, 550048, 551793, 551937, 552006, 558598","202578, 202579",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,916421,919340,Active,Catharus ustulatus oedicus,,,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14140520,,,,,,,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87152,179773,Active,Ixoreus naevius,Varied Thrush,Ixoreus naevius naevius,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,Subunit: Giacomini,,"145005, 551793, 81052","14112000, 202574, 202575",1441044,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,88006,179824,Active,Myadestes townsendi,Townsend's Solitaire,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,145005,202582,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87195,179811,Active,Sialia currucoides,Mountain Bluebird,,Accepted,No,Approved,Present,,Native,,Rare,Migratory,,,"145005, 552048",202581,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87189,179806,Active,Sialia mexicana,Western Bluebird,,Accepted,No,Approved,Present,,Native,,Rare,Resident,Subunit: Giacomini,,"115704, 145005, 550048, 551937, 552006, 81052","14112050, 202580",,"http://www.inaturalist.org/observations/586847, http://www.inaturalist.org/observations/587957, http://www.inaturalist.org/observations/588504, http://www.inaturalist.org/observations/588550, http://www.inaturalist.org/observations/589391, http://www.inaturalist.org/observations/590204, http://www.inaturalist.org/observations/590272, http://www.inaturalist.org/observations/600545, http://www.inaturalist.org/observations/615832, http://www.inaturalist.org/observations/698713",SC,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Turdidae,87136,179759,Active,Turdus migratorius,American Robin,Turdus migratorius propinquus,Accepted,No,Approved,Present,,Native,,Common,Breeder,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 550048, 551793, 551937, 552743, 81052","14112760, 202572, 202573",1441043,"http://www.inaturalist.org/observations/589900, http://www.inaturalist.org/observations/590314, http://www.inaturalist.org/observations/592194, http://www.inaturalist.org/observations/593431, http://www.inaturalist.org/observations/594456, http://www.inaturalist.org/observations/594996, http://www.inaturalist.org/observations/596531, http://www.inaturalist.org/observations/598449, http://www.inaturalist.org/observations/598506, http://www.inaturalist.org/observations/604417, http://www.inaturalist.org/observations/614832, http://www.inaturalist.org/observations/615432, http://www.inaturalist.org/observations/615433, http://www.inaturalist.org/observations/615755, http://www.inaturalist.org/observations/615789, http://www.inaturalist.org/observations/615837, http://www.inaturalist.org/observations/615934, http://www.inaturalist.org/observations/615936",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,267828,554221,Active,Contopus cooperi,Olive-sided Flycatcher,Contopus borealis,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"115704, 145005, 145006, 162694, 551793, 551937, 552006, 81052","14114280, 196044, 196045, 201968",,,SC,,,G4,CA: S4
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85848,178360,Active,Contopus sordidulus,Western Wood-Pewee,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,Subunit: Giacomini,,"115704, 145005, 145006, 162694, 551793, 551937, 552006, 81052","14113880, 201966, 201967",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85834,178348,Active,Empidonax difficilis,Pacific-slope Flycatcher,,Accepted,No,Approved,Present,,Native,,Common,Breeder,Subunit: Giacomini,,"115704, 145005, 145006, 162694, 548519, 551793, 551937, 552006, 81052","14114310, 201965",,http://www.inaturalist.org/observations/614764,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,264075,554254,Active,Empidonax hammondii,Hammond's Flycatcher,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"162694, 551937","14113380, 196046, 196047",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85830,178344,Active,Empidonax minimus,Least Flycatcher,,Accepted,No,Approved,Present,,Native,,Unknown,Vagrant,,,"552048, 81052",,,,,,,G5,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85832,178346,Active,Empidonax oberholseri,Dusky Flycatcher,,Accepted,No,Approved,Present,,Native,,Unknown,,,,145006,"201963, 201964",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85827,178341,Active,Empidonax traillii,Willow Flycatcher,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"162694, 551937, 81052","14113970, 201682, 201683",,,SC,CA: SE,,G5,CA: S1S2
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85833,178347,Active,Empidonax wrightii,Gray Flycatcher,,Accepted,No,Approved,Present,,Native,,Unknown,Migratory,,,"552048, 81052",,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85799,178316,Active,Myiarchus cinerascens,Ash-throated Flycatcher,,Accepted,No,Approved,Present,,Native,,Uncommon,Breeder,Subunit: Giacomini,,"115704, 145005, 162694, 551937, 552006, 81052","14112800, 201677, 201678",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85815,178330,Active,Sayornis nigricans,Black Phoebe,Sayornis nigricans semiatra,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 162694, 550048, 551793, 551937, 552285, 552743, 81052","14112260, 201679, 201680",1440839,"http://www.inaturalist.org/observations/586714, http://www.inaturalist.org/observations/588508, http://www.inaturalist.org/observations/589571, http://www.inaturalist.org/observations/590259, http://www.inaturalist.org/observations/590588, http://www.inaturalist.org/observations/592261, http://www.inaturalist.org/observations/593385, http://www.inaturalist.org/observations/594446, http://www.inaturalist.org/observations/595440, http://www.inaturalist.org/observations/596216, http://www.inaturalist.org/observations/598440, http://www.inaturalist.org/observations/598497, http://www.inaturalist.org/observations/599066, http://www.inaturalist.org/observations/614765, http://www.inaturalist.org/observations/614766, http://www.inaturalist.org/observations/614767, http://www.inaturalist.org/observations/614768, http://www.inaturalist.org/observations/614769, http://www.inaturalist.org/observations/615445, http://www.inaturalist.org/observations/615757, http://www.inaturalist.org/observations/615840, http://www.inaturalist.org/observations/680153",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85813,178329,Active,Sayornis phoebe,Eastern Phoebe,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,552006,14120240,,,,,,G5,"CA: SNRB,SNRN"
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85818,178333,Active,Sayornis saya,Say's Phoebe,,Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,Subunit: Giacomini,,"145005, 145006, 81052","14113730, 201681",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85761,178282,Active,Tyrannus melancholicus,Tropical Kingbird,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,201673,,,,,,G5,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85757,178279,Active,Tyrannus tyrannus,Eastern Kingbird,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,201672,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85766,178287,Active,Tyrannus verticalis,Western Kingbird,,Accepted,No,Approved,Present,,Native,,Unknown,,Subunit: Giacomini,,"145006, 81052","14113840, 201674, 201675",,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Tyrannidae,85767,178288,Active,Tyrannus vociferans,Cassin's Kingbird,,Accepted,No,Approved,Present,,Native,,Unknown,,,,,201676,,,,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Vireonidae,93571,179007,Active,Vireo bellii pusillus,Least Bell's Vireo,,Accepted,No,In Review,Present,,Unknown,,,,Subunit: Giacomini,,,14114020,,,E,CA: SE,,G5T2,CA: S2
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Vireonidae,266864,554456,Active,Vireo cassinii,Cassin's Vireo,"Vireo solitarius, Vireo solitarius solitarius",Accepted,No,Approved,Present,,Native,,Uncommon,Migratory,Subunit: Giacomini,,"552048, 81052","14112990, 196343, 202283, 202284",,,,,,G5,CA: SNRB
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Vireonidae,93584,179019,Active,Vireo flavoviridis,yellow-green vireo,,Accepted,No,Approved,Present,,Native,,Uncommon,,,,,202285,,,,,,G5,
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Vireonidae,93589,179023,Active,Vireo gilvus,Warbling Vireo,,Accepted,No,Approved,Present,,Native,,Common,Breeder,Subunit: Giacomini,,"115704, 145005, 162694, 163009, 550048, 551793, 551937, 552006, 81052","14112040, 202286, 202287",,"http://www.inaturalist.org/observations/597477, http://www.inaturalist.org/observations/614773, http://www.inaturalist.org/observations/614774, http://www.inaturalist.org/observations/614775, http://www.inaturalist.org/observations/614776",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Passeriformes,Vireonidae,93558,178997,Active,Vireo huttoni,Hutton's Vireo,,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,Subunit: Giacomini,,"115704, 12597, 145005, 145006, 162694, 551793, 551937, 81052","14113460, 202063, 202282",,"http://www.inaturalist.org/observations/588700, http://www.inaturalist.org/observations/590213, http://www.inaturalist.org/observations/598441, http://www.inaturalist.org/observations/598498, http://www.inaturalist.org/observations/598562, http://www.inaturalist.org/observations/614771, http://www.inaturalist.org/observations/614772, http://www.inaturalist.org/observations/615813",,,,G5,CA: SNR
GOGA,Golden Gate National Recreation Area,Bird,2,Pelecaniformes,Ardeidae,266951,554135,Active,Ardea alba,Great egret,Casmerodius albus,Accepted,No,Approved,Present,,Native,,Abundant,Breeder,Subunit: Giacomini,,"107093, 145005, 145006, 163538, 18236, 551793, 552564, 6941, 81052","14113300, 196042",,"http://www.inaturalist.org/observations/587013, http://www.inaturalist.org/observations/587895, http://www.inaturalist.org/observations/588509, http://www.inaturalist.org/observations/588548, http://www.inaturalist.org/observations/588703, http://www.inaturalist.org/observations/589061, http://www.inaturalist.org/observations/589606, http://www.inaturalist.org/observations/590198, http://www.inaturalist.org/observations/590279, http://www.inaturalist.org/observations/590583, http://www.inaturalist.org/observations/592559, http://www.inaturalist.org/observations/593477, http://www.inaturalist.org/observations/594514, http://www.inaturalist.org/observations/595238, http://www.inaturalist.org/observations/596808, http://www.inaturalist.org/observations/597734, http://www.inaturalist.org/observations/598429, http://www.inaturalist.org/observations/598484, http://www.inaturalist.org/observations/599088, http://www.inaturalist.org/observations/614713, http://www.inaturalist.org/observations/615471, http://www.inaturalist.org/observations/615808, http://www.inaturalist.org/observations/615999, http://www.inaturalist.org/observations/698715",,,,G5,CA: S4
GOGA,Golden Gate National Recreation Area,Bird,2,Pelecaniformes,Ardeidae,84416,174773,Active,Ardea herodias,Great Blue Heron,,Accepted,No,Approved,Present,,Native,,Common,Resident,Subunit: Giacomini,,"107093, 145005, 145006, 163538, 18236, 551793, 552006, 75736, 81052","14113290, 193714",,"http://www.inaturalist.org/observations/586838, http://www.inaturalist.org/observations/589056, http://www.inaturalist.org/observations/589390, http://www.inaturalist.org/observations/590276, http://www.inaturalist.org/observations/592558, http://www.inaturalist.org/observations/595712, http://www.inaturalist.org/observations/597733, http://www.inaturalist.org/observations/614712, http://www.inaturalist.org/observations/680167",SC,,,G5,CA: S4
GOGA,Golden Gate National Recreation Area,Bird,2,Pelecaniformes,Ardeidae,84508,174856,Active,Botaurus lentiginosus,American Bittern,,Accepted,No,Approved,Present,,Native,,Rare,Resident,Subunit: Giacomini,,145005,"14112680, 187831",,,SC,,,G4,CA: S3
GOGA,Golden Gate National Recreation Area,Bird,2,Pelecaniformes,Ardeidae,84450,174803,Active,Bubulcus ibis,Cattle Egret,,Accepted,No,Approved,Present,,Unknown,,Rare,Migratory,Subunit: Giacomini,,"145005, 551793, 81052","14113000, 187827",,,,,,G5,"CA: SNRB,SNRN"
GOGA,Golden Gate National Recreation Area,Bird,2,Pelecaniformes,Ardeidae,84438,174793,Active,Butorides virescens,"green heron, Green-backed heron",Butorides striatus,Accepted,No,Approved,Present,,Native,,Uncommon,Resident,Subunit: Giacomini,,"145005, 162694, 18236, 548519, 81052","14113350, 187826",,"http://www.inaturalist.org/observations/595442, http://www.inaturalist.org/observations/598743, http://www.inaturalist.org/observations/614714",,,,G5,CA: SNR
