"Accepted Symbol","Synonym Symbol","Scientific Name","Genus","Family","Family Common Name","Order","Class","Division","Kingdom"
"POLYT3","","Polytrias","Polytrias","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"POLYT7","","Polytrichastrum","Polytrichastrum","Polytrichaceae","","Polytrichales","Bryopsida","Bryophyta","Plantae"
"POLYT5","","Polytrichum","Polytrichum","Polytrichaceae","","Polytrichales","Bryopsida","Bryophyta","Plantae"
"POMAR","","Pomaria","Pomaria","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PONCI","","Poncirus","Poncirus","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"PONTE","","Pontederia","Pontederia","Pontederiaceae","Water-Hyacinth family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"PONTH","","Ponthieva","Ponthieva","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PORAN2","","Poranopsis","Poranopsis","Convolvulaceae","Morning-glory family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"POREL","","Porella","Porella","Porellaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"PORIN","","Porina","Porina","Trichotheliaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"POROC","","Porocyphus","Porocyphus","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"POROP","","Porophyllum","Porophyllum","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"POROT","","Porotrichum","Porotrichum","Thamnobryaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PORPI2","","Porpidia","Porpidia","Porpidiaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PORTE","","Porterella","Porterella","Campanulaceae","Bellflower family","Campanulales","Magnoliopsida","Magnoliophyta","Plantae"
"PORTU","","Portulaca","Portulaca","Portulacaceae","Purslane family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"PORTU2","","Portulacaria","Portulacaria","Portulacaceae","Purslane family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"POSID","","Posidonia","Posidonia","Posidoniaceae","Posidonia family","Najadales","Liliopsida","Magnoliophyta","Plantae"
"POTAM","","Potamogeton","Potamogeton","Potamogetonaceae","Pondweed family","Najadales","Liliopsida","Magnoliophyta","Plantae"
"POTEN","","Potentilla","Potentilla","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"POTTI","","Pottia","Pottia","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"POUTE","","Pouteria","Pouteria","Sapotaceae","Sapodilla family","Ebenales","Magnoliopsida","Magnoliophyta","Plantae"
"POUZO","","Pouzolzia","Pouzolzia","Urticaceae","Nettle family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"PRASA","","Prasanthus","Prasanthus","Gymnomitriaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"PRAXE","","Praxelis","Praxelis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PREIS","","Preissia","Preissia","Marchantiaceae","","Marchantiales","Hepaticopsida","Hepaticophyta","Plantae"
"PREMN","","Premna","Premna","Verbenaceae","Verbena family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"PRENA2","","Prenanthella","Prenanthella","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PRENA","","Prenanthes","Prenanthes","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PRESC","","Prescotia","Prescotia","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PREST","","Prestoea","Prestoea","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"PREST2","","Prestonia","Prestonia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"PRIMU","","Primula","Primula","Primulaceae","Primrose family","Primulales","Magnoliopsida","Magnoliophyta","Plantae"
"PRINS","","Prinsepia","Prinsepia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PRIST","","Pristimera","Pristimera","Celastraceae","Bittersweet family","Celastrales","Magnoliopsida","Magnoliophyta","Plantae"
"PRITC","","Pritchardia","Pritchardia","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"PRIVA","","Priva","Priva","Verbenaceae","Verbena family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"PROAT","","Proatriplex","Proatriplex","Chenopodiaceae","Goosefoot family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"PROBO","","Proboscidea","Proboscidea","Pedaliaceae","Sesame family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PROCK","","Prockia","Prockia","Flacourtiaceae","Flacourtia family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"PROCR","","Procris","Procris","Urticaceae","Nettle family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"PROIP","","Proiphys","Proiphys","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"PRONE","","Pronectria","Pronectria","Hypocreaceae","","Hypocreales","Ascomycetes","Ascomycota","Fungi"
"PROSA","","Prosartes","Prosartes","Liliaceae","Lily family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"PROSE","","Proserpinaca","Proserpinaca","Haloragaceae","Water Milfoil family","Haloragales","Magnoliopsida","Magnoliophyta","Plantae"
"PROSO","","Prosopis","Prosopis","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PROST","","Prosthechea","Prosthechea","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PROTE","","Protea","Protea","Proteaceae","Protea family","Proteales","Magnoliopsida","Magnoliophyta","Plantae"
"PROTO2","","Protoblastenia","Protoblastenia","Psoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PROTO3","","Protoparmelia","Protoparmelia","Lecanoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PROTO4","","Protothelenella","Protothelenella","Protothelenellaceae","","Ascomycetes","Ascomycetes","Ascomycota","Fungi"
"PROUS","","Proustia","Proustia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PRUNE","","Prunella","Prunella","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"PRUNU","","Prunus","Prunus","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PSACA","","Psacalium","Psacalium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSATH2","","Psathyrostachys","Psathyrostachys","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PSATH","","Psathyrotes","Psathyrotes","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSATH3","","Psathyrotopsis","Psathyrotopsis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD44","","Pseudabutilon","Pseudabutilon","Malvaceae","Mallow family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD12","","Pseudanamomis","Pseudanamomis","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD49","","Pseudarthria","Pseudarthria","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD17","","Pseudelephantopus","Pseudelephantopus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD33","","Pseudephebe","Pseudephebe","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSEUD26","","Pseudephemerum","Pseudephemerum","Dicranaceae","","Dicranales","Bryopsida","Bryophyta","Plantae"
"PSEUD21","","Pseuderanthemum","Pseuderanthemum","Acanthaceae","Acanthus family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD34","","Pseudevernia","Pseudevernia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSEUD2","","Pseudobahia","Pseudobahia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD51","","Pseudobombax","Pseudobombax","Bombacaceae","Kapok-tree family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD27","","Pseudobraunia","Pseudobraunia","Hedwigiaceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"PSEUD28","","Pseudobryum","Pseudobryum","Mniaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"PSEUD38","","Pseudocalliergon","Pseudocalliergon","Amblystegiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PSEUD52","","Pseudocalymma","Pseudocalymma","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD3","","Pseudoclappia","Pseudoclappia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD29","","Pseudocrossidium","Pseudocrossidium","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"PSEUD39","","Pseudocryphaea","Pseudocryphaea","Leucodontaceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"PSEUD45","","Pseudocydonia","Pseudocydonia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD4","","Pseudocymopterus","Pseudocymopterus","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD35","","Pseudocyphellaria","Pseudocyphellaria","Lobariaceae","","Peltigerales","Ascomycetes","Ascomycota","Fungi"
"PSEUD30","","Pseudoditrichum","Pseudoditrichum","Pseudoditrichaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"PSEUD16","","Pseudofumaria","Pseudofumaria","Fumariaceae","Fumitory family","Papaverales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD43","","Pseudognaphalium","Pseudognaphalium","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD15","","Pseudogynoxys","Pseudogynoxys","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD47","","Pseudolarix","Pseudolarix","Pinaceae","Pine family","Pinales","Pinopsida","Coniferophyta","Plantae"
"PSEUD25","","Pseudolepicolea","Pseudolepicolea","Pseudolepicoleaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"PSEUD40","","Pseudoleskea","Pseudoleskea","Leskeaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PSEUD31","","Pseudoleskeella","Pseudoleskeella","Leskeaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PSEUD19","","Pseudolmedia","Pseudolmedia","Moraceae","Mulberry family","Urticales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD50","","Pseudolysimachion","Pseudolysimachion","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD48","","Pseudopanax","Pseudopanax","Araliaceae","Ginseng family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD36","","Pseudoparmelia","Pseudoparmelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSEUD8","","Pseudophegopteris","Pseudophegopteris","Thelypteridaceae","Marsh Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"PSEUD5","","Pseudophoenix","Pseudophoenix","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"PSEUD37","","Pseudopyrenula","Pseudopyrenula","Trypetheliaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"PSEUD53","","Pseudorchis","Pseudorchis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PSEUD22","","Pseudoroegneria","Pseudoroegneria","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PSEUD24","","Pseudorontium","Pseudorontium","Scrophulariaceae","Figwort family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD9","","Pseudosasa","Pseudosasa","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PSEUD32","","Pseudoscleropodium","Pseudoscleropodium","Brachytheciaceae","Brachythecium moss family","Hypnales","Bryopsida","Bryophyta","Plantae"
"PSEUD20","","Pseudostellaria","Pseudostellaria","Caryophyllaceae","Pink family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"PSEUD41","","Pseudotaxiphyllum","Pseudotaxiphyllum","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PSEUD7","","Pseudotsuga","Pseudotsuga","Pinaceae","Pine family","Pinales","Pinopsida","Coniferophyta","Plantae"
"PSIDI","","Psidium","Psidium","Myrtaceae","Myrtle family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"PSIGU","","Psiguria","Psiguria","Cucurbitaceae","Cucumber family","Violales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILA2","","Psilactis","Psilactis","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILO","","Psilocarphus","Psilocarphus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILO8","","Psilocaulon","Psilocaulon","Aizoaceae","Fig-marigold family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILO5","","Psilochilus","Psilochilus","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PSILO7","","Psilolechia","Psilolechia","Micareaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSILO6","","Psilopilum","Psilopilum","Polytrichaceae","","Polytrichales","Bryopsida","Bryophyta","Plantae"
"PSILO3","","Psilostrophe","Psilostrophe","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILO9","","Psilotrichum","Psilotrichum","Amaranthaceae","Amaranth family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"PSILO4","","Psilotum","Psilotum","Psilotaceae","Whisk-fern family","Psilotales","Psilopsida","Psilophyta","Plantae"
"PSILU","","Psilurus","Psilurus","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PSOPH2","","Psophocarpus","Psophocarpus","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PSORA3","","Psora","Psora","Psoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSORA2","","Psoralidium","Psoralidium","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PSORI","","Psorinia","Psorinia","Lecanoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSORO4","","Psoroglaena","Psoroglaena","Verrucariaceae","","Verrucariales","Ascomycetes","Ascomycota","Fungi"
"PSORO2","","Psoroma","Psoroma","Pannariaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSORO","","Psorothamnus","Psorothamnus","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PSORO3","","Psorotichia","Psorotichia","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"PSORU","","Psorula","Psorula","Psoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PSYCH2","","Psychilis","Psychilis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PSYCH3","","Psychopsis","Psychopsis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PSYCH","","Psychotria","Psychotria","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"PSYDR","","Psydrax","Psydrax","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"PTELE","","Ptelea","Ptelea","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERA","","Pteralyxia","Pteralyxia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERI","","Pteridium","Pteridium","Dennstaedtiaceae","Bracken Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"PTERI3","","Pterigynandrum","Pterigynandrum","Pterigynandraceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PTERI2","","Pteris","Pteris","Pteridaceae","Maidenhair Fern family","Polypodiales","Filicopsida","Pteridophyta","Plantae"
"PTERO","","Pterocarpus","Pterocarpus","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO6","","Pterocarya","Pterocarya","Juglandaceae","Walnut family","Juglandales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO2","","Pterocaulon","Pterocaulon","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO7","","Pteroglossaspis","Pteroglossaspis","Orchidaceae","Orchid family","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"PTERO8","","Pterogonium","Pterogonium","Leucodontaceae","","Leucodontales","Bryopsida","Bryophyta","Plantae"
"PTERO5","","Pterolepis","Pterolepis","Melastomataceae","Melastome family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO3","","Pterospora","Pterospora","Monotropaceae","Indian Pipe family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO4","","Pterostegia","Pterostegia","Polygonaceae","Buckwheat family","Polygonales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERO10","","Pterostyrax","Pterostyrax","Styracaceae","Storax family","Ebenales","Magnoliopsida","Magnoliophyta","Plantae"
"PTERY3","","Pterygiopsis","Pterygiopsis","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"PTERY2","","Pterygoneurum","Pterygoneurum","Pottiaceae","","Pottiales","Bryopsida","Bryophyta","Plantae"
"PTERY","","Pteryxia","Pteryxia","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"PTILA","","Ptilagrostis","Ptilagrostis","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PTILI2","","Ptilidium","Ptilidium","Ptilidiaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"PTILI","","Ptilimnium","Ptilimnium","Apiaceae","Carrot family","Apiales","Magnoliopsida","Magnoliophyta","Plantae"
"PTILI3","","Ptilium","Ptilium","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PTYCH3","","Ptychographa","Ptychographa","Agyriaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PTYCH2","","Ptychomitrium","Ptychomitrium","Ptychomitriaceae","","Grimmiales","Bryopsida","Bryophyta","Plantae"
"PTYCH4","","Ptychosperma","Ptychosperma","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"PUCCI","","Puccinellia","Puccinellia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"PUERA","","Pueraria","Pueraria","Fabaceae","Pea family","Fabales","Magnoliopsida","Magnoliophyta","Plantae"
"PULIC","","Pulicaria","Pulicaria","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PULMO","","Pulmonaria","Pulmonaria","Boraginaceae","Borage family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"PULSA","","Pulsatilla","Pulsatilla","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"PUNCT","","Punctelia","Punctelia","Parmeliaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PUNIC","","Punica","Punica","Punicaceae","Pomegranate family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"PURSH","","Purshia","Purshia","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PUTOR","","Putoria","Putoria","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"PYCNA","","Pycnanthemum","Pycnanthemum","Lamiaceae","Mint family","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"PYCNO2","","Pycnothelia","Pycnothelia","Cladoniaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PYLAI","","Pylaisiadelpha","Pylaisiadelpha","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PYLAI2","","Pylaisiella","Pylaisiella","Hypnaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"PYRAC","","Pyracantha","Pyracantha","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PYRAM","","Pyramidula","Pyramidula","Funariaceae","","Funariales","Bryopsida","Bryophyta","Plantae"
"PYREN","","Pyrenidium","Pyrenidium","Dacampiaceae","","Dothideales","Ascomycetes","Ascomycota","Fungi"
"PYREN6","","Pyrenidum","Pyrenidum","Dacampiaceae","","Dothideales","Ascomycetes","Ascomycota","Fungi"
"PYREN2","","Pyrenocollema","Pyrenocollema","Pyrenulaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"PYREN3","","Pyrenopsis","Pyrenopsis","Lichinaceae","","Lichinales","Ascomycetes","Ascomycota","Fungi"
"PYREN4","","Pyrenothrix","Pyrenothrix","Pyrenotrichaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"PYREN5","","Pyrenula","Pyrenula","Pyrenulaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"PYRGI","","Pyrgillus","Pyrgillus","Pyrenulaceae","","Pyrenulales","Ascomycetes","Ascomycota","Fungi"
"PYROL","","Pyrola","Pyrola","Pyrolaceae","Shinleaf family","Ericales","Magnoliopsida","Magnoliophyta","Plantae"
"PYROS","","Pyrostegia","Pyrostegia","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"PYRRH3","","Pyrrhobryum","Pyrrhobryum","Rhizogoniaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"PYRRH","","Pyrrhopappus","Pyrrhopappus","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PYRRH2","","Pyrrhospora","Pyrrhospora","Lecanoraceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"PYRRO","","Pyrrocoma","Pyrrocoma","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"PYRUL","","Pyrularia","Pyrularia","Santalaceae","Sandalwood family","Santalales","Magnoliopsida","Magnoliophyta","Plantae"
"PYRUS","","Pyrus","Pyrus","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"PYXID","","Pyxidanthera","Pyxidanthera","Diapensiaceae","Diapensia family","Diapensiales","Magnoliopsida","Magnoliophyta","Plantae"
"PYXIN","","Pyxine","Pyxine","Physciaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"QUARA","","Quararibea","Quararibea","Bombacaceae","Kapok-tree family","Malvales","Magnoliopsida","Magnoliophyta","Plantae"
"QUASS","","Quassia","Quassia","Simaroubaceae","Quassia family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"QUERC","","Quercus","Quercus","Fagaceae","Beech family","Fagales","Magnoliopsida","Magnoliophyta","Plantae"
"QUILL","","Quillaja","Quillaja","Rosaceae","Rose family","Rosales","Magnoliopsida","Magnoliophyta","Plantae"
"QUINC","","Quincula","Quincula","Solanaceae","Potato family","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"QUISQ","","Quisqualis","Quisqualis","Combretaceae","Indian Almond family","Myrtales","Magnoliopsida","Magnoliophyta","Plantae"
"RACHI","","Rachicallis","Rachicallis","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"RACOD","","Racodium","Racodium","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"RACOM","","Racomitrium","Racomitrium","Grimmiaceae","","Grimmiales","Bryopsida","Bryophyta","Plantae"
"RACOP2","","Racopilum","Racopilum","Racopilaceae","","Bryales","Bryopsida","Bryophyta","Plantae"
"RADER","","Radermachera","Radermachera","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"RADIO","","Radiola","Radiola","Linaceae","Flax family","Linales","Magnoliopsida","Magnoliophyta","Plantae"
"RADUL","","Radula","Radula","Radulaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"RAFIN","","Rafinesquia","Rafinesquia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RAILL","","Raillardella","Raillardella","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RAINI","","Rainiera","Rainiera","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RAJAN","","Rajania","Rajania","Dioscoreaceae","Yam family","Liliales","Liliopsida","Magnoliophyta","Plantae"
"RAMAL2","","Ramalina","Ramalina","Ramalinaceae","","Lecanorales","Ascomycetes","Ascomycota","Fungi"
"RAMON","","Ramonia","Ramonia","Gyalectaceae","","Gyalectales","Ascomycetes","Ascomycota","Fungi"
"RANDI","","Randia","Randia","Rubiaceae","Madder family","Rubiales","Magnoliopsida","Magnoliophyta","Plantae"
"RANUN","","Ranunculus","Ranunculus","Ranunculaceae","Buttercup family","Ranunculales","Magnoliopsida","Magnoliophyta","Plantae"
"RAPHA","","Raphanus","Raphanus","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"RAPHI","","Raphia","Raphia","Arecaceae","Palm family","Arecales","Liliopsida","Magnoliophyta","Plantae"
"RAPIS","","Rapistrum","Rapistrum","Brassicaceae","Mustard family","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"RATIB","","Ratibida","Ratibida","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"RAUIE","","Rauiella","Rauiella","Thuidiaceae","","Hypnales","Bryopsida","Bryophyta","Plantae"
"RAUVO","","Rauvolfia","Rauvolfia","Apocynaceae","Dogbane family","Gentianales","Magnoliopsida","Magnoliophyta","Plantae"
"RAVEN2","","Ravenala","Ravenala","Strelitziaceae","Bird of Paradise Flower family","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"RAVEN","","Ravenia","Ravenia","Rutaceae","Rue family","Sapindales","Magnoliopsida","Magnoliophyta","Plantae"
"RAYJA","","Rayjacksonia","Rayjacksonia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"REBOU","","Reboulia","Reboulia","Aytoniaceae","","Marchantiales","Hepaticopsida","Hepaticophyta","Plantae"
"REBUT","","Rebutia","Rebutia","Cactaceae","Cactus family","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"RECTO","","Rectolejeunea","Rectolejeunea","Lejeuneaceae","","Jungermanniales","Hepaticopsida","Hepaticophyta","Plantae"
"REDFI","","Redfieldia","Redfieldia","Poaceae","Grass family","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"REFRA","","Refractohilum","Refractohilum","Uncertain Ascomycota Family","","Uncertain Ascomycota Order","Uncertain Ascomycota Class","Ascomycota","Fungi"
"REGNE","","Regnellidium","Regnellidium","Marsileaceae","Water-clover family","Hydropteridales","Filicopsida","Pteridophyta","Plantae"
"REICH","","Reichardia","Reichardia","Asteraceae","Aster family","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
